model_id,proposed_domain_trait,proposed_domain_rank,local_domain_trait,local_domain_rank,accuracy_0_100,accuracy_rank
adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701,2.227237994451459,105,0.8806639991560377,326,47.0,128
OpenBuddy/openbuddy-qwen1.5-32b-v21.1-32k,2.220811218944835,106,0.8782552532743969,337,47.0,120
AA051611/whattest,2.2055769427807017,107,1.035836354664186,76,47.0,115
KnutJaegersberg/Deita-32b,2.201787315939651,108,1.0074231596571943,96,47.0,118
Weyaxi/Cosmosis-3x34B,2.192476407231973,109,0.9148552068474024,239,47.0,127
Locutusque/Hyperion-2.0-Yi-34B,2.190662157881032,110,0.8756701577167372,345,47.0,119
maywell/kiqu-70b,2.177433513792878,111,0.9822977538515062,119,47.0,135
Weyaxi/Bagel-Hermes-2x34B,2.1669522076146723,112,0.8244007952694493,495,47.0,125
Weyaxi/Bagel-Hermes-2x34b,2.1669522076146723,113,0.8244007952694493,496,47.0,126
M4-ai/Hercules-Qwen1.5-14B,2.1643156825596623,114,0.7036494358008238,981,48.0,99
cloudyu/Truthful_DPO_TomGrc_FusionNet_34Bx2_MoE,2.1593886061838057,115,0.9158877679061695,234,47.0,131
SUSTech/SUS-Chat-34B,2.152106913850263,116,0.9798103261907204,125,47.0,121
TriadParty/deepmoney-34b-200k-base,2.1508558860721587,117,0.8779456356871667,338,46.0,160
brucethemoose/Yi-34B-200K-DARE-merge-v7,2.1431715437311065,118,0.9214834242652528,226,46.0,166
OpenBuddy/openbuddy-qwen1.5-14b-v21.1-32k,2.1418262687933107,119,0.6886321670977998,1066,48.0,101
Weyaxi/Astralis-4x34B,2.1413958344838058,120,0.9023905503916078,270,47.0,124
CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,2.140462933230928,121,0.822067489075795,500,49.0,84
brucethemoose/Yi-34B-200K-DARE-merge-v5,2.1400232914295363,122,0.9584857872637146,164,46.0,165
dreamgen/opus-v1-34b,2.1343768818894717,123,1.0412245642160065,73,45.0,196
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA,2.129394596627381,124,0.8933973406641808,293,47.0,130
OpenBuddy/openbuddy-mixtral-7bx8-v16.3-32k,2.1253842556324445,125,0.8791237201805111,336,46.0,154
rufjdk5480/gov-qna-ko-merged,2.0989643866284124,126,0.7786181703942285,678,47.0,137
rufjdk5480/mixtral-ko-qna-merged,2.0989643866284124,127,0.7786181703942285,679,47.0,138
jondurbin/bagel-34b-v0.5,2.096624771181899,128,0.8305220562351271,482,47.0,132
NeverSleep/MiquMaid-v2-70B,2.087538595950948,129,0.876453894125867,341,46.0,153
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301,2.078083876436499,130,0.8618118429129115,391,47.0,129
ALBADDAWI/DeepCode-7B-Aurora-v13,2.067979694220376,131,0.6897506244870193,1061,50.0,70
deepseek-ai/deepseek-math-7b-rl,2.067979694220376,132,0.6897506244870193,1062,50.0,77
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Linear,2.0619547492486445,133,0.911603389780954,244,46.0,161
Mihaiii/Pallas-0.4,2.026947609302609,134,0.8357068717393259,468,46.0,149
Mihaiii/Pallas-0.3,2.0266123259828706,135,0.8357068717393259,467,46.0,148
migtissera/Tess-34B-v1.5b,2.0188696132568023,136,0.7911501924226213,623,46.0,173
vistagi/Mixtral-8x7b-v0.1-dpo,2.0065059823454745,137,0.6972642808104734,1010,47.0,140
vistagi/Mixtral-8x7b-v0.1-sft,2.0065059823454745,138,0.6972642808104734,1011,47.0,141
migtissera/Tess-70B-v1.6,2.0032927542514813,139,0.814414185802005,526,47.0,136
kyujinpy/PlatYi-34B-Llama-Q-v3,1.9989509242318235,140,0.6380857241697004,1262,48.0,108
JaeyeonKang/CCK_Gony_v3.3,1.9968586177090295,141,0.6492336955720728,1221,48.0,95
nisten/shqiponja-59b-v1,1.9831163902939464,142,0.9460664517274132,177,45.0,205
01-ai/Yi-1.5-9B-Chat,1.972749197467562,143,0.8727343421004,356,48.0,93
YeungNLP/firefly-mixtral-8x7b-v0.1,1.9670967449007548,144,0.7942651634370504,611,46.0,162
YeungNLP/firefly-mixtral-8x7b-v1,1.9670967449007548,145,0.7942651634370504,612,46.0,163
ALBADDAWI/DeepCode-7B-Aurora-v2,1.966214098614593,146,0.6958460465912597,1018,49.0,82
Sao10K/Skadi-Mixtral-v1,1.9627891299595135,147,0.7776043892895247,687,47.0,122
mistralai/Mixtral-8x7B-v0.1,1.9533523832044333,148,0.7641632500948109,737,46.0,175
cloudyu/60B_MoE_Coder_v3,1.9450411207798664,149,0.775018776870295,704,45.0,192
maywell/PiVoT-SUS-RP,1.9442394674328176,150,0.983694024354338,118,45.0,203
Swisslex/Mixtral-8x7b-DPO-v0.2,1.935825889723152,151,0.7840782900828603,660,46.0,158
Qwen/Qwen1.5-14B,1.9354417112039632,152,0.7388736922393325,834,46.0,155
Qwen/Qwen2-beta-14B,1.9354417112039632,153,0.7388736922393325,835,46.0,156
Mihaiii/Pallas-0.5,1.9351310623062343,154,0.7765709746136225,692,46.0,150
cloudyu/Yi-34Bx3-MoE-90B,1.9338893707569669,155,0.8243805938212062,497,45.0,193
Mihaiii/Pallas-0.5-LASER-0.2,1.9222838193838108,156,0.8195869135213777,513,46.0,151
louisbrulenaudet/Maxine-34B-stock,1.921912114949333,157,0.7980161653475318,588,45.0,202
cloudyu/TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16,1.9212496018189735,158,0.8715208672998085,359,44.0,243
chargoddard/MixtralRPChat-ZLoss,1.9196183345344284,159,0.8093310852798858,541,46.0,167
AbacusResearch/Jallabi-34B,1.917866077906213,160,0.8406850721604091,448,45.0,179
itsliupeng/Mixtral-8x7B-v0.1-top3,1.9124378157379336,161,0.6998454943078783,996,46.0,172
cloudyu/Yi-34Bx2-MoE-60B,1.9092527801444543,162,0.906643636095868,258,44.0,244
adamo1139/Yi-34B-200K-AEZAKMI-XLCTX-v3,1.9061953606235496,163,0.9754328318758928,133,44.0,236
HIT-SCIR/huozi3,1.90064411439674,164,0.7587491010264471,758,45.0,182
alchemonaut/QuartetAnemoi-70B-t0.0001,1.8968952535146932,165,0.8405304029144249,449,45.0,188
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,1.8968404958323888,166,0.945115954517425,180,44.0,241
chargoddard/average-dolphin-8x7B,1.8960998909334237,167,0.6986946057619792,1001,46.0,168
kyujinpy/PlatYi-34B-LoRA,1.89521238534022,168,0.7754526321363472,698,45.0,199
Mihaiii/Pallas-0.5-LASER-0.6,1.893639676899323,169,0.8681392186711225,370,46.0,152
tenyx/TenyxChat-8x7B-v1,1.892001000742892,170,0.5497292947907246,1618,47.0,139
cloudyu/Yi-34Bx2-MoE-60B-DPO,1.8906703664988969,171,0.9066253260171724,259,44.0,245
ibivibiv/orthorus-125b-v2,1.8898337863370935,172,0.8372649318735244,458,45.0,197
Qwen/Qwen1.5-32B-Chat,1.8831173061333335,173,0.8330720253807207,474,45.0,186
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,1.879700824463286,174,0.6621324056114153,1174,47.0,123
AA051610/A11P,1.8785713092792309,175,0.7650264084345044,734,46.0,143
01-ai/Yi-9B-200K,1.8702859037056672,176,0.7900501310259078,628,46.0,142
ledjo/Gabriel-8x7B-Instruct-v0.1,1.8695452870794451,177,0.6452730754010533,1238,47.0,133
vaiv/llamion-14b-base,1.8688104566173835,178,0.8765494555858906,340,48.0,112
JaeyeonKang/CCK_Gony_v0.1,1.8563178244198453,179,0.5232662746393274,1705,47.0,117
rombodawg/Open_Gpt4_8x7B,1.8555127687510389,180,0.6314866212544777,1285,46.0,176
OpenBuddy/openbuddy-mixtral-8x7b-v16.1-32k,1.8525881424791957,181,0.8294428514494714,484,44.0,229
ConvexAI/Luminex-34B-v0.1,1.8499770839990384,182,0.653413011306935,1210,45.0,180
jondurbin/nontoxic-bagel-34b-v0.2,1.8465747571595108,183,0.853158932738843,412,44.0,248
OpenBuddy/openbuddy-mixtral-8x7b-v16.2-32k,1.8397293878883385,184,0.8251199621309325,493,44.0,230
JaeyeonKang/CCK_Asura_v3.0,1.8316127582578348,185,0.7305041619168635,864,45.0,183
SUSTech/SUS-Chat-72B,1.823348294785288,186,0.9248606819371216,213,44.0,232
Swisslex/Mixtral-Orca-v0.1,1.819692153877247,187,0.9615902326381246,148,46.0,159
abdulrahman-nuzha/finetuned-Mistral-5000-v1.0,1.817412108333738,188,0.978949612989436,127,45.0,187
Mihaiii/Pallas-0.5-LASER-0.5,1.8043943904760704,189,0.8209998578641174,504,45.0,184
ldahee/SLAL-0.1,1.8011834306147765,190,0.9907303074760342,110,45.0,200
OpenBuddy/openbuddy-qwen1.5-32b-v21.2-32k,1.8004477048811751,191,0.8196421981826624,512,44.0,231
fblgit/UNAversal-8x7B-v1beta,1.799178760834966,192,0.5677436150614629,1546,46.0,171
cloudyu/TomGrc_FusionNet_34Bx2_MoE_v0.1_full_linear_DPO,1.7978621647727837,193,0.8519381941772972,415,43.0,294
jondurbin/bagel-dpo-34b-v0.5,1.7977930134157647,194,0.7915559282559508,618,45.0,198
senseable/Wilbur-30B,1.795718395952684,195,0.7953493966090034,603,44.0,254
adamo1139/Yi-34B-200K-AEZAKMI-v2,1.795238752118081,196,0.8538809876058555,409,44.0,237
fblgit/UNA-SimpleSmaug-34b-v1beta,1.794620455465775,197,0.7953493966090034,602,44.0,247
152334H/miqu-1-70b-sf,1.7840908534107176,198,0.8115708183598411,536,44.0,209
vicgalleorg/OpenHermes-Yi-9B,1.7822904824868937,199,0.7841445081015145,659,45.0,206
cloudyu/Mixtral_34Bx2_MoE_60B,1.7822247630547745,200,0.9066453718977584,257,43.0,293
AA051611/A0119,1.7818424927368504,201,0.8978946651794408,280,43.0,259
cloudyu/Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B,1.7808170658907223,202,0.8699346099609662,365,43.0,295
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,1.7805475839956193,203,0.8859399431652034,312,44.0,242
JaeyeonKang/CCK_Asura_v2.1,1.7799497231747785,204,0.7675779042233741,724,44.0,216
chargoddard/internlm2-20b-llama,1.7771722307353466,205,0.8515662137418787,416,45.0,191
AA051611/limb,1.7736526395490548,206,0.7896888959940006,630,45.0,178
argilla/notux-8x7b-v1,1.7693559535533905,207,0.6058797457279909,1405,46.0,164
migtissera/Tess-34B-v1.4,1.7625338281548064,208,0.7619214272108907,747,45.0,204
HIT-SCIR/Chinese-Mixtral-8x7B,1.7609900676629489,209,0.7630493970256237,744,45.0,181
cognitivecomputations/mixtral-instruct-0.1-laser,1.759162812606934,210,0.5577925538433359,1578,46.0,170
Azure99/blossom-v3_1-yi-34b,1.7579305825879583,211,0.7969718847838192,591,44.0,212
abacusai/MetaMath-Bagel-DPO-34B,1.7540989222647565,212,0.7753007976103371,699,44.0,235
cloudyu/Mixtral-8x7B-Instruct-v0.1-DPO,1.7467080179401853,213,0.6163943742381054,1353,46.0,169
mistralai/Mixtral-8x7B-Instruct-v0.1,1.7385040337964934,214,0.6058565326145462,1406,46.0,174
